site,day_of_month,month,year,text,species,count,areaTextMatch,visitId
Heaton Park,20,March,2011,"Stock Dove 5 ",Stock Dove,5,"Stock Dove 5 ",https://manchesterbirding.activeboard.com/t14953348/heaton-park/?sort=newestFirst&page=6#comment-41825342
Heaton Park,14,March,2011,"Stock Dove 3, Fieldfare 40 & Greenfinch 16 - plughed field north of park ",Stock Dove,3,"Stock Dove 3, Fieldfare 40 & G",https://manchesterbirding.activeboard.com/t14953348/heaton-park/?sort=newestFirst&page=6#comment-41708561
Heaton Park,20,October,2010,"Stock Dove 4 W ",Stock Dove,4,"Stock Dove 4 W ",https://manchesterbirding.activeboard.com/t14953348/heaton-park/?sort=newestFirst&page=7#comment-38894533
Heaton Park,24,July,2010,"2 Stock Dove heard (1 seen) and another single heard in different parts of the park - occupying roughly the same locations as in previous years visits during the breeding season but they seem to be, for me anyway, a difficult species to confirm breeding for. ",Stock Dove,2,"2 Stock Dove heard (1 seen) and ",https://manchesterbirding.activeboard.com/t14953348/heaton-park/?sort=newestFirst&page=7#comment-37242592
Heaton Park,20,March,2010," 105 Feildfare and 50+ Redwing around the horse paddock at the back of the res this morning. 5 Stock Dove and 10 Displaying Lapwing were in the newly ploughed field also. ",Stock Dove,5,res this morning. 5 Stock Dove and 10 Displaying L,https://manchesterbirding.activeboard.com/t14953348/heaton-park/?sort=newestFirst&page=7#comment-34769097
Stretford EES,17,April,2018,"Stock Dove 4 over ",Stock Dove,4,"Stock Dove 4 over ",https://manchesterbirding.activeboard.com/t10919644/stretford-ees/?page=1#comment-64561139
Stretford EES,26,February,2013,"2 stock dove ",Stock Dove,2,"2 stock dove ",https://manchesterbirding.activeboard.com/t10919644/stretford-ees/?page=1#comment-52787190
Stretford EES,21,April,2009," 1 Stock Dove ",Stock Dove,1," 1 Stock Dove ",https://manchesterbirding.activeboard.com/t10919644/stretford-ees/?page=1#comment-27204954
Mersey Vale Country Park,31,March,2016," 2 Ring-necked Parakeets again flying around Mersey Vale Nature Park this morning, also 2 Stock Dove. ",Stock Dove,2,"his morning, also 2 Stock Dove. ",https://manchesterbirding.activeboard.com/t16498354/stockport-and-environs-to-east-didsbury/?ts=1467264503&direction=next&page=4&sort=newestFirst#comment-61916112
Mersey Vale Country Park,17,January,2010,"Stock dove 3 ",Stock Dove,3,"Stock dove 3 ",https://manchesterbirding.activeboard.com/t16498354/stockport-and-environs-to-east-didsbury/?ts=1286561430&direction=next&page=18&sort=newestFirst#comment-33493774
Mersey Vale Country Park,10,December,2009,"Stock dove 3 ",Stock Dove,3,"Stock dove 3 ",https://manchesterbirding.activeboard.com/t16498354/stockport-and-environs-to-east-didsbury/?ts=1263503218&direction=next&page=19&sort=newestFirst#comment-32796089
Burnage Rugby Football Club,30,November,2016," Two fieldfare and one stock dove flew east over the office (Embankment Business Park) early morning. ",Stock Dove,1,"o fieldfare and one stock dove flew east over the ",https://manchesterbirding.activeboard.com/t16498354/stockport-and-environs-to-east-didsbury/?ts=1487095242&direction=next&page=3&sort=newestFirst#comment-62956965
Burnage Rugby Football Club,31,January,2013,"single stock dove ",Stock Dove,1,"single stock dove ",https://manchesterbirding.activeboard.com/t16498354/stockport-and-environs-to-east-didsbury/?ts=1368019012&direction=next&page=11&sort=newestFirst#comment-52467671
Burnage Rugby Football Club,24,January,2013,"Also in field over river c32 lapwings, largest group I have ever seen here, 50-60 redwing, jackdaw, crows, BH and common gulls, wood pigeon and 2 stock dove. Exact numbers were difficult as farmer muck spreading, so birds moved frequently, but clearly enjoying what was being spread. ",Stock Dove,2,", wood pigeon and 2 stock dove. Exact numbers were",https://manchesterbirding.activeboard.com/t16498354/stockport-and-environs-to-east-didsbury/?ts=1368019012&direction=next&page=11&sort=newestFirst#comment-52384331
Burnage Rugby Football Club,3,October,2012,"4 Stock Dove ",Stock Dove,4,"4 Stock Dove ",https://manchesterbirding.activeboard.com/t16498354/stockport-and-environs-to-east-didsbury/?ts=1356100261&direction=next&page=12&sort=newestFirst#comment-51039024
Burnage Rugby Football Club,2,March,2012,"Stock Dove ",Stock Dove,X,"Stock Dove ",https://manchesterbirding.activeboard.com/t16498354/stockport-and-environs-to-east-didsbury/?ts=1331490272&direction=next&page=14&sort=newestFirst#comment-48081518
Longford Park,16,April,2018,"Stock Dove 1 ",Stock Dove,1,"Stock Dove 1 ",https://manchesterbirding.activeboard.com/t42284467/longford-park-stretford/?page=1#comment-64557955
Longford Park,12,April,2017,"2 stock dove ",Stock Dove,2,"2 stock dove ",https://manchesterbirding.activeboard.com/t42284467/longford-park-stretford/?page=1#comment-63444272
Longford Park,19,April,2016,"2 stock dove ",Stock Dove,2,"2 stock dove ",https://manchesterbirding.activeboard.com/t42284467/longford-park-stretford/?page=1#comment-62013920
Longford Park,31,March,2016,"1 stock dove ",Stock Dove,1,"1 stock dove ",https://manchesterbirding.activeboard.com/t42284467/longford-park-stretford/?page=1#comment-61912302
Longford Park,14,April,2015,"4 stock dove ",Stock Dove,4,"4 stock dove ",https://manchesterbirding.activeboard.com/t42284467/longford-park-stretford/?sort=newestFirst&page=2#comment-60011564
Longford Park,1,June,2012,"Stock Dove 2 ",Stock Dove,2,"Stock Dove 2 ",https://manchesterbirding.activeboard.com/t42284467/longford-park-stretford/?sort=newestFirst&page=2#comment-49417155
Longford Park,12,April,2012,"2 stock doves ",Stock Dove,2,"2 stock doves ",https://manchesterbirding.activeboard.com/t42284467/longford-park-stretford/?sort=newestFirst&page=2#comment-48702707
Longford Park,31,March,2012,"2 stock doves ",Stock Dove,2,"2 stock doves ",https://manchesterbirding.activeboard.com/t42284467/longford-park-stretford/?sort=newestFirst&page=2#comment-48530687
Longford Park,12,February,2012," forgot that we also saw a Stock Dove on our walk through the park. ",Stock Dove,1," that we also saw a Stock Dove on our walk through",https://manchesterbirding.activeboard.com/t42284467/longford-park-stretford/?sort=newestFirst&page=2#comment-47790553
Longford Park,16,April,2011," Although I've not managed to get the PF either I think it is worth noting that Longford Park seems to be much more promising than you might think at first. I usually just nip through on my way to the Mersey Valley but even so as well as the things you guys are listing as recent spots and my LSW I have (in the last three months) seen Tree Creeper, both Winter andboth resident Thrushes, Heron, Stock Dove, Greater Spotted Woodpecker and much more. A week ago there were three Sparrowhawks wheeling overhead, very high but making a fair bit of noise. One of the three kept taking a poke at the second while the third looked on. My guess was that I was watching two males disputing the right to approach a female but I don't really know. ",Stock Dove,X,"nt Thrushes, Heron, Stock Dove, Greater Spotted Wo",https://manchesterbirding.activeboard.com/t42284467/longford-park-stretford/?sort=newestFirst&page=3#comment-42339425
Chorlton Park,29,April,2016," Pair of stock dove in the park this evening; flew off east. ",Stock Dove,2," Pair of stock dove in the park this ev",https://manchesterbirding.activeboard.com/t51730125/chorlton-park-and-southern-cemetary/?page=1#comment-62066834
Manchester Southern Cemetery,24,April,2018,"Stock Dove 1 ",Stock Dove,1,"Stock Dove 1 ",https://manchesterbirding.activeboard.com/t51730125/chorlton-park-and-southern-cemetary/?page=1#comment-64579932
Stretford Meadows,20,July,2018,"Stock Dove 1 ",Stock Dove,1,"Stock Dove 1 ",https://manchesterbirding.activeboard.com/t32724295/stretford-tipmeadows/?page=1#comment-64805160
Stretford Meadows,24,April,2018,"a pair of stock doves ",Stock Dove,2,"a pair of stock doves ",https://manchesterbirding.activeboard.com/t32724295/stretford-tipmeadows/?page=1#comment-64578714
Stretford Meadows,23,April,2018,"Stock Dove 6 ",Stock Dove,6,"Stock Dove 6 ",https://manchesterbirding.activeboard.com/t32724295/stretford-tipmeadows/?page=1#comment-64577294
Stretford Meadows,21,April,2018,"Stock Dove 2 ",Stock Dove,2,"Stock Dove 2 ",https://manchesterbirding.activeboard.com/t32724295/stretford-tipmeadows/?page=1#comment-64572881
Stretford Meadows,20,April,2018,"Stock Dove ",Stock Dove,X,"Stock Dove ",https://manchesterbirding.activeboard.com/t32724295/stretford-tipmeadows/?page=1#comment-64571329
Stretford Meadows,12,May,2017," Took an opportunity for my first ever visit to this site today. 32 species, including a Sedge Warbler, plenty of Whitethroat, 6 Stock Dove over and an adult Herring Gull feeding on the cricket pitch. ",Stock Dove,6,"y of Whitethroat, 6 Stock Dove over and an adult H",https://manchesterbirding.activeboard.com/t32724295/stretford-tipmeadows/?page=1#comment-63549669
Stretford Meadows,19,April,2016,"2 stock dove ",Stock Dove,2,"2 stock dove ",https://manchesterbirding.activeboard.com/t32724295/stretford-tipmeadows/?page=1#comment-62013884
Stretford Meadows,19,April,2016,"Stock Dove 7 ",Stock Dove,7,"Stock Dove 7 ",https://manchesterbirding.activeboard.com/t32724295/stretford-tipmeadows/?page=1#comment-62011971
Stretford Meadows,22,July,2010," first confirmed fully fledged skylark today :) sat on one of the paths with a parent watching over it, good views through bins, stock doves were the most abundent bird today, not much else other than a single chiff chaff being friendly. ",Stock Dove,X,"views through bins, stock doves were the most abun",https://manchesterbirding.activeboard.com/t32724295/stretford-tip/?sort=newestFirst&page=2#comment-37210704
Stretford Meadows,7,June,2010,"stock dove (2) ",Stock Dove,2,"stock dove (2) ",https://manchesterbirding.activeboard.com/t32724295/stretford-tip/?sort=newestFirst&page=2#comment-36350170
Stretford Meadows,15,May,2010,"stock dove ",Stock Dove,X,"stock dove ",https://manchesterbirding.activeboard.com/t32724295/stretford-tip/?sort=newestFirst&page=2#comment-35905544
Stretford Meadows,28,February,2010," 6 Stock Dove ",Stock Dove,6," 6 Stock Dove ",https://manchesterbirding.activeboard.com/t32724295/stretford-tip/?sort=newestFirst&page=3#comment-34344567
Hough End Leisure Centre,18,April,2009," Tony O'Mahoney watches this area. He once had a Dipper on the brook here a few winters ago, plus Golden plover on the playing field etc. and has recorded Stock Dove recently. I used to watch Kingfishers here. ",Stock Dove,X,c. and has recorded Stock Dove recently. I used to,https://manchesterbirding.activeboard.com/t27100992/hough-end-chorlton/?page=1#comment-27123565
Platt Fields Park,19,January,2019," A Stock Dove was near the church on my way back from town. It was so unbothered I was able to take a pic on my iPhone but it wasnt injured and flew off. Site first too for me and great to see one so close to the city centre ",Stock Dove,1," A Stock Dove was near the church",https://manchesterbirding.activeboard.com/t18854593/platt-fields-park-manchester/?page=1#comment-65243951
Drinkwater Park,9,April,2010,"A beautiful morning to be out and there was plenty to look at. 46 species recorded over the 2 hours - could have been even higher as there was no Nuthatch, hirundines, Kingfisher and not even a single Starling! Highlights were a Green Sandpiper - presumably the one that was seen below Agecroft Bridge on 21/1 and 26/1 this year but thankfully this morning upstream of the bridge and in my square! Also a pair of Gadwall, a pair of Stock Doves, a Buzzard, 5 singing Blackcaps - some showing well - 1 was seen eating ivy berries. The area is very good for Song Thrush and several pairs were seen. ",Stock Dove,2," Gadwall, a pair of Stock Doves, a Buzzard, 5 sing",https://manchesterbirding.activeboard.com/t33630790/drinkwater-park-environs/?page=1#comment-35171836
Reddish Vale Country Park,10,January,2019,"Stock Dove 2 ",Stock Dove,2,"Stock Dove 2 ",https://manchesterbirding.activeboard.com/t9297908/reddish-vale-country-park-lnr-and-environs/?page=1#comment-65219082
Reddish Vale Country Park,13,May,2017," Very brief visit this afternoon around visitor centre. Ring Necked Parakeet, Drake Mandarin, Blackcap, numerous Common Swift, Swallow and Sand Martin, Grey Wagtail and Stock Dove. ",Stock Dove,X,"n, Grey Wagtail and Stock Dove. ",https://manchesterbirding.activeboard.com/t9297908/reddish-vale-country-park-lnr-and-environs/?page=1#comment-63552308
Reddish Vale Country Park,17,May,2015,"Stock Dove ",Stock Dove,X,"Stock Dove ",https://manchesterbirding.activeboard.com/t9297908/reddish-vale-country-park-lnr-and-environs/?sort=newestFirst&page=2#comment-60217106
Reddish Vale Country Park,2,May,2012,"2 Stock Dove ",Stock Dove,2,"2 Stock Dove ",https://manchesterbirding.activeboard.com/t9297908/reddish-vale-country-park-lnr-and-environs/?sort=newestFirst&page=3#comment-48975002
Reddish Vale Country Park,1,May,2012,"2 Stock Dove ",Stock Dove,2,"2 Stock Dove ",https://manchesterbirding.activeboard.com/t9297908/reddish-vale-country-park-lnr-and-environs/?sort=newestFirst&page=3#comment-48956711
Reddish Vale Country Park,30,April,2012,"1 Stock Dove ",Stock Dove,1,"1 Stock Dove ",https://manchesterbirding.activeboard.com/t9297908/reddish-vale-country-park-lnr-and-environs/?sort=newestFirst&page=3#comment-48940838
Reddish Vale Country Park,25,April,2012,"1 Stock Dove ",Stock Dove,1,"1 Stock Dove ",https://manchesterbirding.activeboard.com/t9297908/reddish-vale-country-park-lnr-and-environs/?sort=newestFirst&page=3#comment-48874222
Reddish Vale Country Park,20,April,2012,"2 Stock Dove ",Stock Dove,2,"2 Stock Dove ",https://manchesterbirding.activeboard.com/t9297908/reddish-vale-country-park-lnr-and-environs/?sort=newestFirst&page=3#comment-48806829
Reddish Vale Country Park,19,April,2012,"2 Stock Dove ",Stock Dove,2,"2 Stock Dove ",https://manchesterbirding.activeboard.com/t9297908/reddish-vale-country-park-lnr-and-environs/?sort=newestFirst&page=3#comment-48789509
Reddish Vale Country Park,5,April,2012,"1 Stock Dove ",Stock Dove,1,"1 Stock Dove ",https://manchesterbirding.activeboard.com/t9297908/reddish-vale-country-park-lnr-and-environs/?sort=newestFirst&page=4#comment-48595844
Reddish Vale Country Park,3,April,2012,"2 Stock Dove ",Stock Dove,2,"2 Stock Dove ",https://manchesterbirding.activeboard.com/t9297908/reddish-vale-country-park-lnr-and-environs/?sort=newestFirst&page=4#comment-48568008
Reddish Vale Country Park,30,March,2012,"2 Stock Dove ",Stock Dove,2,"2 Stock Dove ",https://manchesterbirding.activeboard.com/t9297908/reddish-vale-country-park-lnr-and-environs/?sort=newestFirst&page=4#comment-48508729
Reddish Vale Country Park,28,March,2012,"2 Stock Dove ",Stock Dove,2,"2 Stock Dove ",https://manchesterbirding.activeboard.com/t9297908/reddish-vale-country-park-lnr-and-environs/?sort=newestFirst&page=4#comment-48474655
Reddish Vale Country Park,25,March,2012,"1 Stock Dove ",Stock Dove,1,"1 Stock Dove ",https://manchesterbirding.activeboard.com/t9297908/reddish-vale-country-park-lnr-and-environs/?sort=newestFirst&page=4#comment-48430783
Reddish Vale Country Park,18,March,2012,"Flyovers - 5 Stock Dove, 4 Meadow Pipit (singles north), 3 Siskin ",Stock Dove,5,"Flyovers - 5 Stock Dove, 4 Meadow Pipit (si",https://manchesterbirding.activeboard.com/t9297908/reddish-vale-country-park-lnr-and-environs/?sort=newestFirst&page=4#comment-48326313
Reddish Vale Country Park,13,March,2012,"2 Stock Dove ",Stock Dove,2,"2 Stock Dove ",https://manchesterbirding.activeboard.com/t9297908/reddish-vale-country-park-lnr-and-environs/?sort=newestFirst&page=4#comment-48255331
